Date,Open,High,Low,Close,Adj Close,Volumn
16-Nov-20,3600.16,3628.51,3600.16,3626.91,3626.91,5295510000
17-Nov-20,3610.31,3623.11,3588.68,3609.53,3609.53,4812180000
18-Nov-20,3612.09,3619.09,3567.33,3567.79,3567.79,5284810000
19-Nov-20,3559.41,3585.22,3543.84,3581.87,3581.87,4363370000
20-Nov-20,3579.31,3581.23,3556.85,3557.54,3557.54,4236370000
23-Nov-20,3566.82,3589.81,3552.77,3577.59,3577.59,5057550000
24-Nov-20,3594.52,3642.31,3594.52,3635.41,3635.41,6280290000
25-Nov-20,3635.5,3635.5,3617.76,3629.65,3629.65,4910440000
27-Nov-20,3638.55,3644.31,3629.33,3638.35,3638.35,2778390000
30-Nov-20,3634.18,3634.18,3594.39,3621.63,3621.63,6308410000
1-Dec-20,3645.87,3678.45,3645.87,3662.45,3662.45,5418480000
2-Dec-20,3653.78,3670.96,3644.84,3669.01,3669.01,5041250000
3-Dec-20,3668.28,3682.73,3657.17,3666.72,3666.72,5065340000
4-Dec-20,3670.94,3699.2,3670.94,3699.12,3699.12,5099620000
7-Dec-20,3694.73,3697.41,3678.88,3691.96,3691.96,4804500000
8-Dec-20,3683.05,3708.45,3678.83,3702.25,3702.25,4584390000
9-Dec-20,3705.98,3712.39,3660.54,3672.82,3672.82,5232800000
10-Dec-20,3659.13,3678.49,3645.18,3668.1,3668.1,4658480000
11-Dec-20,3656.08,3665.91,3633.4,3663.46,3663.46,4375470000
14-Dec-20,3675.27,3697.61,3645.84,3647.49,3647.49,4623850000
15-Dec-20,3666.41,3695.29,3659.62,3694.62,3694.62,4387080000
16-Dec-20,3696.25,3711.27,3688.57,3701.17,3701.17,4067040000
17-Dec-20,3713.65,3725.12,3710.87,3722.48,3722.48,4192810000
18-Dec-20,3722.39,3726.7,3685.84,3709.41,3709.41,7097100000
21-Dec-20,3684.28,3702.9,3636.48,3694.92,3694.92,4748580000
22-Dec-20,3698.08,3698.26,3676.16,3687.26,3687.26,4053310000
23-Dec-20,3693.42,3711.24,3689.28,3690.01,3690.01,3779160000
24-Dec-20,3694.03,3703.82,3689.32,3703.06,3703.06,1883780000
28-Dec-20,3723.03,3740.51,3723.03,3735.36,3735.36,3535460000
29-Dec-20,3750.01,3756.12,3723.31,3727.04,3727.04,3393290000
30-Dec-20,3736.19,3744.63,3730.21,3732.04,3732.04,3154850000
31-Dec-20,3733.27,3760.2,3726.88,3756.07,3756.07,3179040000
4-Jan-21,3764.61,3769.99,3662.71,3700.65,3700.65,5015000000
5-Jan-21,3698.02,3737.83,3695.07,3726.86,3726.86,4591020000
6-Jan-21,3712.2,3783.04,3705.34,3748.14,3748.14,6064110000
7-Jan-21,3764.71,3811.55,3764.71,3803.79,3803.79,5099160000
8-Jan-21,3815.05,3826.69,3783.6,3824.68,3824.68,4773040000
11-Jan-21,3803.14,3817.86,3789.02,3799.61,3799.61,4465430000
12-Jan-21,3801.62,3810.78,3776.51,3801.19,3801.19,4994950000
13-Jan-21,3802.23,3820.96,3791.5,3809.84,3809.84,4602510000
14-Jan-21,3814.98,3823.6,3792.86,3795.54,3795.54,5198480000
15-Jan-21,3788.73,3788.73,3749.62,3768.25,3768.25,5369820000
19-Jan-21,3781.88,3804.53,3780.37,3798.91,3798.91,5014440000
20-Jan-21,3816.22,3859.75,3816.22,3851.85,3851.85,4566190000
21-Jan-21,3857.46,3861.45,3845.05,3853.07,3853.07,4501760000
22-Jan-21,3844.24,3852.31,3830.41,3841.47,3841.47,5110890000
25-Jan-21,3851.68,3859.23,3797.16,3855.36,3855.36,7000840000
26-Jan-21,3862.96,3870.9,3847.78,3849.62,3849.62,6137500000
27-Jan-21,3836.83,3836.83,3732.48,3750.77,3750.77,9976520000
28-Jan-21,3755.75,3830.5,3755.75,3787.38,3787.38,6992770000
29-Jan-21,3778.05,3778.05,3694.12,3714.24,3714.24,6643370000
1-Feb-21,3731.17,3784.32,3725.62,3773.86,3773.86,5436230000
2-Feb-21,3791.84,3843.09,3791.84,3826.31,3826.31,5514090000
3-Feb-21,3840.27,3847.51,3816.68,3830.17,3830.17,4864870000
4-Feb-21,3836.66,3872.42,3836.66,3871.74,3871.74,4879240000
5-Feb-21,3878.3,3894.56,3874.93,3886.83,3886.83,4879470000
8-Feb-21,3892.59,3915.77,3892.59,3915.59,3915.59,4648360000
9-Feb-21,3910.49,3918.35,3902.64,3911.23,3911.23,4568320000
10-Feb-21,3920.78,3931.5,3884.94,3909.88,3909.88,4837070000
11-Feb-21,3916.4,3925.99,3890.39,3916.38,3916.38,4590960000
12-Feb-21,3911.65,3937.23,3905.78,3934.83,3934.83,4135060000
16-Feb-21,3939.61,3950.43,3923.85,3932.59,3932.59,5058990000
17-Feb-21,3918.5,3933.61,3900.43,3931.33,3931.33,4730650000
18-Feb-21,3915.86,3921.98,3885.03,3913.97,3913.97,4793650000
19-Feb-21,3921.16,3930.41,3903.07,3906.71,3906.71,4845320000
22-Feb-21,3885.55,3902.92,3874.71,3876.5,3876.5,5917100000
23-Feb-21,3857.07,3895.98,3805.59,3881.37,3881.37,6296610000
24-Feb-21,3873.71,3928.65,3859.6,3925.43,3925.43,6012790000
25-Feb-21,3915.8,3925.02,3814.04,3829.34,3829.34,6547470000
26-Feb-21,3839.66,3861.08,3789.54,3811.15,3811.15,6526070000
1-Mar-21,3842.51,3914.5,3842.51,3901.82,3901.82,5114820000
2-Mar-21,3903.64,3906.41,3868.57,3870.29,3870.29,5536010000
3-Mar-21,3863.99,3874.47,3818.86,3819.72,3819.72,6173660000
4-Mar-21,3818.53,3843.67,3723.34,3768.47,3768.47,7195400000
5-Mar-21,3793.58,3851.69,3730.19,3841.94,3841.94,6851070000
8-Mar-21,3844.39,3881.06,3819.25,3821.35,3821.35,5871710000
9-Mar-21,3851.93,3903.76,3851.93,3875.44,3875.44,5513560000
10-Mar-21,3891.99,3917.35,3885.73,3898.81,3898.81,5847380000
11-Mar-21,3915.54,3960.27,3915.54,3939.34,3939.34,5312880000
12-Mar-21,3924.52,3944.99,3915.21,3943.34,3943.34,4476280000
15-Mar-21,3942.96,3970.08,3923.54,3968.94,3968.94,4900100000
16-Mar-21,3973.59,3981.04,3953.44,3962.71,3962.71,4613080000
17-Mar-21,3949.57,3983.87,3935.74,3974.12,3974.12,4561660000
18-Mar-21,3953.5,3969.62,3910.86,3915.46,3915.46,5118590000
19-Mar-21,3913.14,3930.12,3886.75,3913.1,3913.1,7757420000
22-Mar-21,3916.48,3955.31,3914.16,3940.59,3940.59,4316260000
23-Mar-21,3937.6,3949.13,3901.57,3910.52,3910.52,4669010000
24-Mar-21,3919.93,3942.08,3889.07,3889.14,3889.14,4783020000
25-Mar-21,3879.34,3919.54,3853.5,3909.52,3909.52,4948340000
26-Mar-21,3917.12,3978.19,3917.12,3974.54,3974.54,5483160000
29-Mar-21,3969.31,3981.83,3943.25,3971.09,3971.09,4628180000
30-Mar-21,3963.34,3968.01,3944.35,3958.55,3958.55,4121510000
31-Mar-21,3967.25,3994.41,3966.98,3972.89,3972.89,4578050000
1-Apr-21,3992.78,4020.63,3992.78,4019.87,4019.87,4162130000
5-Apr-21,4034.44,4083.42,4034.44,4077.91,4077.91,4005030000
6-Apr-21,4075.57,4086.23,4068.14,4073.94,4073.94,4081270000
7-Apr-21,4074.29,4083.13,4068.31,4079.95,4079.95,4120810000
8-Apr-21,4089.95,4098.19,4082.54,4097.17,4097.17,3907100000
9-Apr-21,4096.11,4129.48,4095.51,4128.8,4128.8,3640390000
12-Apr-21,4124.71,4131.76,4114.82,4127.99,4127.99,3588900000
13-Apr-21,4130.1,4148,4124.43,4141.59,4141.59,3734720000
14-Apr-21,4141.58,4151.69,4120.87,4124.66,4124.66,3985350000
15-Apr-21,4139.76,4173.49,4139.76,4170.42,4170.42,4033420000
16-Apr-21,4174.14,4191.31,4170.75,4185.47,4185.47,4163820000
19-Apr-21,4179.8,4180.81,4150.47,4163.26,4163.26,3810290000
20-Apr-21,4159.18,4159.18,4118.38,4134.94,4134.94,4342650000
21-Apr-21,4128.42,4175.02,4126.35,4173.42,4173.42,3887250000
22-Apr-21,4170.46,4179.57,4123.69,4134.98,4134.98,4245140000
23-Apr-21,4138.78,4194.17,4138.78,4180.17,4180.17,3569880000
26-Apr-21,4185.03,4194.19,4182.36,4187.62,4187.62,3748320000
27-Apr-21,4188.25,4193.35,4176.22,4186.72,4186.72,3710700000
28-Apr-21,4185.14,4201.53,4181.78,4183.18,4183.18,3787360000
29-Apr-21,4206.14,4218.78,4176.81,4211.47,4211.47,4298680000
30-Apr-21,4198.1,4198.1,4174.85,4181.17,4181.17,4300880000
3-May-21,4191.98,4209.39,4188.03,4192.66,4192.66,4070220000
4-May-21,4179.04,4179.04,4128.59,4164.66,4164.66,4452460000
5-May-21,4177.06,4187.72,4160.94,4167.59,4167.59,4230920000
6-May-21,4169.14,4202.7,4147.33,4201.62,4201.62,4511000000
7-May-21,4210.34,4238.04,4201.64,4232.6,4232.6,4016080000
10-May-21,4228.29,4236.39,4188.13,4188.43,4188.43,4560700000
11-May-21,4150.34,4162.04,4111.53,4152.1,4152.1,4870710000
12-May-21,4130.55,4134.73,4056.88,4063.04,4063.04,4733070000
13-May-21,4074.99,4131.58,4074.99,4112.5,4112.5,4779540000
14-May-21,4129.58,4183.13,4129.58,4173.85,4173.85,4008880000
17-May-21,4169.92,4171.92,4142.69,4163.29,4163.29,4125050000
18-May-21,4165.94,4169.15,4125.99,4127.83,4127.83,4398150000
19-May-21,4098.45,4116.93,4061.41,4115.68,4115.68,4247450000
20-May-21,4121.97,4172.8,4121.97,4159.12,4159.12,3978880000
21-May-21,4168.61,4188.72,4151.72,4155.86,4155.86,3995250000
24-May-21,4170.16,4209.52,4170.16,4197.05,4197.05,3684800000
25-May-21,4205.94,4213.42,4182.52,4188.13,4188.13,4182250000
26-May-21,4191.59,4202.61,4184.11,4195.99,4195.99,4420890000
27-May-21,4201.94,4213.38,4197.78,4200.88,4200.88,6406310000
28-May-21,4210.77,4218.36,4203.57,4204.11,4204.11,4649250000
1-Jun-21,4216.52,4234.12,4197.59,4202.04,4202.04,5074670000
2-Jun-21,4206.82,4217.37,4198.27,4208.12,4208.12,5833670000
3-Jun-21,4191.43,4204.39,4167.93,4192.85,4192.85,5587970000
4-Jun-21,4206.05,4233.45,4206.05,4229.89,4229.89,4139790000
7-Jun-21,4229.34,4232.34,4215.66,4226.52,4226.52,4476920000
8-Jun-21,4233.81,4236.74,4208.41,4227.26,4227.26,4659620000
9-Jun-21,4232.99,4237.09,4218.74,4219.55,4219.55,4713260000
10-Jun-21,4228.56,4249.74,4220.34,4239.18,4239.18,4408210000
11-Jun-21,4242.9,4248.38,4232.25,4247.44,4247.44,3815010000
14-Jun-21,4248.31,4255.59,4234.07,4255.15,4255.15,4151200000
15-Jun-21,4255.28,4257.16,4238.35,4246.59,4246.59,4048940000
16-Jun-21,4248.87,4251.89,4202.45,4223.7,4223.7,4538350000
17-Jun-21,4220.37,4232.29,4196.05,4221.86,4221.86,5312680000
18-Jun-21,4204.78,4204.78,4164.4,4166.45,4166.45,6817010000
21-Jun-21,4173.4,4226.24,4173.4,4224.79,4224.79,4128950000
22-Jun-21,4224.61,4255.84,4217.27,4246.44,4246.44,3828390000
23-Jun-21,4249.27,4256.6,4241.43,4241.84,4241.84,3730350000
24-Jun-21,4256.97,4271.28,4256.97,4266.49,4266.49,3816660000
25-Jun-21,4274.45,4286.12,4271.16,4280.7,4280.7,7341450000
28-Jun-21,4284.9,4292.14,4274.67,4290.61,4290.61,4147890000
29-Jun-21,4293.21,4300.52,4287.04,4291.8,4291.8,3707150000
30-Jun-21,4290.65,4302.43,4287.96,4297.5,4297.5,4266040000
1-Jul-21,4300.73,4320.66,4300.73,4319.94,4319.94,3788230000
2-Jul-21,4326.6,4355.43,4326.6,4352.34,4352.34,3225840000
6-Jul-21,4356.46,4356.46,4314.37,4343.54,4343.54,4309570000
7-Jul-21,4351.01,4361.88,4329.79,4358.13,4358.13,4037380000
8-Jul-21,4321.07,4330.88,4289.37,4320.82,4320.82,4347500000
9-Jul-21,4329.38,4371.6,4329.38,4369.55,4369.55,3531120000
12-Jul-21,4372.41,4386.68,4364.03,4384.63,4384.63,3384460000
13-Jul-21,4381.07,4392.37,4366.92,4369.21,4369.21,3695430000
14-Jul-21,4380.11,4393.68,4362.36,4374.3,4374.3,4006370000
15-Jul-21,4369.02,4369.02,4340.7,4360.03,4360.03,3905230000
16-Jul-21,4367.43,4375.09,4322.53,4327.16,4327.16,3985700000
19-Jul-21,4296.4,4296.4,4233.13,4258.49,4258.49,5157660000
20-Jul-21,4265.11,4336.84,4262.05,4323.06,4323.06,4438270000
21-Jul-21,4331.13,4359.7,4331.13,4358.69,4358.69,3810280000
22-Jul-21,4361.27,4369.87,4350.06,4367.48,4367.48,3358300000
23-Jul-21,4381.2,4415.18,4381.2,4411.79,4411.79,4540070000
26-Jul-21,4409.58,4422.73,4405.45,4422.3,4422.3,4275630000
27-Jul-21,4416.38,4416.38,4372.51,4401.46,4401.46,4241950000
28-Jul-21,4402.95,4415.47,4387.01,4400.64,4400.64,4215290000
29-Jul-21,4403.59,4429.97,4403.59,4419.15,4419.15,4044600000
30-Jul-21,4395.12,4412.25,4389.65,4395.26,4395.26,3956740000
2-Aug-21,4406.86,4422.18,4384.81,4387.16,4387.16,3724090000
3-Aug-21,4392.74,4423.79,4373,4423.15,4423.15,3965190000
4-Aug-21,4415.95,4416.17,4400.23,4402.66,4402.66,4260760000
5-Aug-21,4408.86,4429.76,4408.86,4429.1,4429.1,3769410000
6-Aug-21,4429.07,4440.82,4429.07,4436.52,4436.52,3451870000
9-Aug-21,4437.77,4439.39,4424.74,4432.35,4432.35,3449280000
10-Aug-21,4435.79,4445.21,4430.03,4436.75,4436.75,3886610000
11-Aug-21,4442.18,4449.44,4436.42,4442.41,4442.41,3532560000
12-Aug-21,4446.08,4461.77,4435.96,4460.83,4460.83,3375310000
13-Aug-21,4464.84,4468.37,4460.82,4468,4468,3016470000
16-Aug-21,4461.65,4480.26,4437.66,4479.71,4479.71,3370640000
17-Aug-21,4462.12,4462.12,4417.83,4448.08,4448.08,3836960000
18-Aug-21,4440.94,4454.32,4397.59,4400.27,4400.27,3755590000
19-Aug-21,4382.44,4418.61,4367.73,4405.8,4405.8,4398410000
20-Aug-21,4410.56,4444.35,4406.8,4441.67,4441.67,3652610000
23-Aug-21,4450.29,4489.88,4450.29,4479.53,4479.53,3576530000
24-Aug-21,4484.4,4492.81,4482.28,4486.23,4486.23,3979220000
25-Aug-21,4490.45,4501.71,4485.66,4496.19,4496.19,3444700000
26-Aug-21,4493.75,4495.9,4468.99,4470,4470,3263980000
27-Aug-21,4474.1,4513.33,4474.1,4509.37,4509.37,3331200000
30-Aug-21,4513.76,4537.36,4513.76,4528.79,4528.79,3168660000
31-Aug-21,4529.75,4531.39,4515.8,4522.68,4522.68,4290710000
1-Sep-21,4528.8,4537.11,4522.02,4524.09,4524.09,4057340000
2-Sep-21,4534.48,4545.85,4524.66,4536.95,4536.95,3735990000
3-Sep-21,4532.42,4541.45,4521.3,4535.43,4535.43,3217530000
7-Sep-21,4535.38,4535.38,4513,4520.03,4520.03,3822960000
8-Sep-21,4518.09,4521.79,4493.95,4514.07,4514.07,3750880000
9-Sep-21,4513.02,4529.9,4492.07,4493.28,4493.28,3735390000
10-Sep-21,4506.92,4520.47,4457.66,4458.58,4458.58,3623180000
13-Sep-21,4474.81,4492.99,4445.7,4468.73,4468.73,3914220000
14-Sep-21,4479.33,4485.68,4435.46,4443.05,4443.05,3670460000
15-Sep-21,4447.49,4486.87,4438.37,4480.7,4480.7,4032020000
16-Sep-21,4477.09,4485.87,4443.8,4473.75,4473.75,3984560000
17-Sep-21,4469.74,4471.52,4427.76,4432.99,4432.99,7289530000
20-Sep-21,4402.95,4402.95,4305.91,4357.73,4357.73,4898070000
21-Sep-21,4374.45,4394.87,4347.96,4354.19,4354.19,3920920000
22-Sep-21,4367.43,4416.75,4367.43,4395.64,4395.64,3939170000
23-Sep-21,4406.75,4465.4,4406.75,4448.98,4448.98,3916350000
24-Sep-21,4438.04,4463.12,4430.27,4455.48,4455.48,3384290000
27-Sep-21,4442.12,4457.3,4436.19,4443.11,4443.11,4058650000
28-Sep-21,4419.54,4419.54,4346.33,4352.63,4352.63,4416550000
29-Sep-21,4362.41,4385.57,4355.08,4359.46,4359.46,3712660000
30-Sep-21,4370.67,4382.55,4306.24,4307.54,4307.54,4448140000
1-Oct-21,4317.16,4375.19,4288.52,4357.04,4357.04,4010370000
4-Oct-21,4348.84,4355.51,4278.94,4300.46,4300.46,4307870000
5-Oct-21,4309.87,4369.23,4309.87,4345.72,4345.72,3902890000
6-Oct-21,4319.57,4365.57,4290.49,4363.55,4363.55,4009630000
7-Oct-21,4383.73,4429.97,4383.73,4399.76,4399.76,3843740000
8-Oct-21,4406.51,4412.02,4386.22,4391.34,4391.34,3280160000
11-Oct-21,4385.44,4415.88,4360.59,4361.19,4361.19,3281970000
12-Oct-21,4368.31,4374.89,4342.09,4350.65,4350.65,3558450000
13-Oct-21,4358.01,4372.87,4329.92,4363.8,4363.8,3620070000
14-Oct-21,4386.75,4439.73,4386.75,4438.26,4438.26,3598280000
15-Oct-21,4447.69,4475.82,4447.69,4471.37,4471.37,3819380000
18-Oct-21,4463.72,4488.75,4447.47,4486.46,4486.46,3662010000
19-Oct-21,4497.34,4520.4,4496.41,4519.63,4519.63,3459130000
20-Oct-21,4524.42,4540.87,4524.4,4536.19,4536.19,3670760000
21-Oct-21,4532.24,4551.44,4526.89,4549.78,4549.78,3822330000
22-Oct-21,4546.12,4559.67,4524,4544.9,4544.9,3758220000
25-Oct-21,4553.69,4572.62,4537.36,4566.48,4566.48,3899400000
26-Oct-21,4578.69,4598.53,4569.17,4574.79,4574.79,3879740000
27-Oct-21,4580.22,4584.57,4551.66,4551.68,4551.68,4226050000
28-Oct-21,4562.84,4597.55,4562.84,4596.42,4596.42,4132950000
29-Oct-21,4572.87,4608.08,4567.59,4605.38,4605.38,4510200000
1-Nov-21,4610.62,4620.34,4595.06,4613.67,4613.67,3971540000
2-Nov-21,4613.34,4635.15,4613.34,4630.65,4630.65,3975250000
3-Nov-21,4630.65,4663.46,4621.19,4660.57,4660.57,4319660000
4-Nov-21,4662.93,4683,4662.59,4680.06,4680.06,4462300000
5-Nov-21,4699.26,4718.5,4681.32,4697.53,4697.53,4467180000
8-Nov-21,4701.48,4714.92,4694.39,4701.7,4701.7,4269710000
9-Nov-21,4707.25,4708.53,4670.87,4685.25,4685.25,4117080000
10-Nov-21,4670.26,4684.85,4630.86,4646.71,4646.71,4503720000
11-Nov-21,4659.39,4664.55,4648.31,4649.27,4649.27,3926870000
12-Nov-21,4655.24,4688.47,4650.77,4682.85,4682.85,3728600000
15-Nov-21,4689.3,4697.42,4672.86,4682.8,4682.8,3488410000
16-Nov-21,4679.42,4714.95,4679.42,4700.9,4700.9,3972640000
17-Nov-21,4701.5,4701.5,4684.41,4688.67,4688.67,3969070000
18-Nov-21,4700.72,4708.8,4672.78,4704.54,4704.54,4226410000
19-Nov-21,4708.44,4717.75,4694.22,4697.96,4697.96,4253180000
22-Nov-21,4712,4743.83,4682.17,4682.94,4682.94,4441100000
23-Nov-21,4678.48,4699.39,4652.66,4690.7,4690.7,4277590000
24-Nov-21,4675.78,4702.87,4659.89,4701.46,4701.46,3418430000
26-Nov-21,4664.63,4664.63,4585.43,4594.62,4594.62,3517700000
29-Nov-21,4628.75,4672.95,4625.26,4655.27,4655.27,4336410000
30-Nov-21,4640.25,4646.02,4560,4567,4567,6625990000
1-Dec-21,4602.82,4652.94,4510.27,4513.04,4513.04,5366730000
2-Dec-21,4504.73,4595.46,4504.73,4577.1,4577.1,5077180000
3-Dec-21,4589.49,4608.03,4495.12,4538.43,4538.43,5240070000
6-Dec-21,4548.37,4612.6,4540.51,4591.67,4591.67,4770800000
7-Dec-21,4631.97,4694.04,4631.97,4686.75,4686.75,4492400000
8-Dec-21,4690.86,4705.06,4674.52,4701.21,4701.21,4234600000
9-Dec-21,4691,4695.26,4665.98,4667.45,4667.45,3903840000
10-Dec-21,4687.64,4713.57,4670.24,4712.02,4712.02,3870110000
13-Dec-21,4710.3,4710.3,4667.6,4668.97,4668.97,4397230000
14-Dec-21,4642.99,4660.47,4606.52,4634.09,4634.09,4485430000
15-Dec-21,4636.46,4712.6,4611.22,4709.85,4709.85,4910130000
16-Dec-21,4719.13,4731.99,4651.89,4668.67,4668.67,4829500000
17-Dec-21,4652.5,4666.7,4600.22,4620.64,4620.64,7987090000
20-Dec-21,4587.9,4587.9,4531.1,4568.02,4568.02,4635700000
21-Dec-21,4594.96,4651.14,4583.16,4649.23,4649.23,4072430000
22-Dec-21,4650.36,4697.67,4645.53,4696.56,4696.56,3319610000
23-Dec-21,4703.96,4740.74,4703.96,4725.79,4725.79,2913040000
27-Dec-21,4733.99,4791.49,4733.99,4791.19,4791.19,2770290000
28-Dec-21,4795.49,4807.02,4780.04,4786.35,4786.35,2707920000
29-Dec-21,4788.64,4804.06,4778.08,4793.06,4793.06,2963310000
30-Dec-21,4794.23,4808.93,4775.33,4778.73,4778.73,3124950000
31-Dec-21,4775.21,4786.83,4765.75,4766.18,4766.18,2677820000
3-Jan-22,4778.14,4796.64,4758.17,4796.56,4796.56,3831020000
4-Jan-22,4804.51,4818.62,4774.27,4793.54,4793.54,4683170000
5-Jan-22,4787.99,4797.7,4699.44,4700.58,4700.58,4887960000
6-Jan-22,4693.39,4725.01,4671.26,4696.05,4696.05,4295280000
7-Jan-22,4697.66,4707.95,4662.74,4677.03,4677.03,4181510000
10-Jan-22,4655.34,4673.02,4582.24,4670.29,4670.29,4511810000
11-Jan-22,4669.14,4714.13,4638.27,4713.07,4713.07,4101590000
12-Jan-22,4728.59,4748.83,4706.71,4726.35,4726.35,4048220000
13-Jan-22,4733.56,4744.13,4650.29,4659.03,4659.03,4251730000
14-Jan-22,4637.99,4665.13,4614.75,4662.85,4662.85,4338490000
18-Jan-22,4632.24,4632.24,4568.7,4577.11,4577.11,4748700000
19-Jan-22,4588.03,4611.55,4530.2,4532.76,4532.76,4465740000
20-Jan-22,4547.35,4602.11,4477.95,4482.73,4482.73,4640870000
21-Jan-22,4471.38,4494.52,4395.34,4397.94,4397.94,5589100000
24-Jan-22,4356.32,4417.35,4222.62,4410.13,4410.13,6928110000
25-Jan-22,4366.64,4411.01,4287.11,4356.45,4356.45,5145050000
26-Jan-22,4408.43,4453.23,4304.8,4349.93,4349.93,5570640000
27-Jan-22,4380.58,4428.74,4309.5,4326.51,4326.51,5214200000
28-Jan-22,4336.19,4432.72,4292.46,4431.85,4431.85,5031090000
31-Jan-22,4431.79,4516.89,4414.02,4515.55,4515.55,5098610000
1-Feb-22,4519.57,4550.49,4483.53,4546.54,4546.54,4816830000
2-Feb-22,4566.39,4595.31,4544.32,4589.38,4589.38,4481580000
3-Feb-22,4535.41,4542.88,4470.39,4477.44,4477.44,4401970000
4-Feb-22,4482.79,4539.66,4451.5,4500.53,4500.53,4706290000
7-Feb-22,4505.75,4521.86,4471.47,4483.87,4483.87,4228480000
8-Feb-22,4480.02,4531.32,4465.4,4521.54,4521.54,4459620000
9-Feb-22,4547,4590.03,4547,4587.18,4587.18,4524350000
10-Feb-22,4553.24,4588.92,4484.31,4504.08,4504.08,5314860000
11-Feb-22,4506.27,4526.33,4401.41,4418.64,4418.64,5251500000
14-Feb-22,4412.61,4426.22,4364.84,4401.67,4401.67,4600390000
15-Feb-22,4429.28,4472.77,4429.28,4471.07,4471.07,4430830000
16-Feb-22,4455.75,4489.55,4429.68,4475.01,4475.01,4283640000
17-Feb-22,4456.06,4456.06,4373.81,4380.26,4380.26,4539420000
18-Feb-22,4384.57,4394.6,4327.22,4348.87,4348.87,4708060000
22-Feb-22,4332.74,4362.12,4267.11,4304.76,4304.76,5121900000
23-Feb-22,4324.93,4341.51,4221.51,4225.5,4225.5,4797430000
24-Feb-22,4155.77,4294.73,4114.65,4288.7,4288.7,6752130000
25-Feb-22,4298.38,4385.34,4286.83,4384.65,4384.65,5177060000
28-Feb-22,4354.17,4388.84,4315.12,4373.94,4373.94,6071370000
1-Mar-22,4363.14,4378.45,4279.54,4306.26,4306.26,5846230000
2-Mar-22,4322.56,4401.48,4322.56,4386.54,4386.54,5337870000
3-Mar-22,4401.31,4416.78,4345.56,4363.49,4363.49,5039890000
4-Mar-22,4342.12,4342.12,4284.98,4328.87,4328.87,5797380000
7-Mar-22,4327.01,4327.01,4199.85,4201.09,4201.09,6940470000
8-Mar-22,4202.66,4276.94,4157.87,4170.7,4170.7,7243120000
9-Mar-22,4223.1,4299.4,4223.1,4277.88,4277.88,5662670000
10-Mar-22,4252.55,4268.28,4209.8,4259.52,4259.52,4980830000
11-Mar-22,4279.5,4291.01,4200.49,4204.31,4204.31,4938640000
14-Mar-22,4202.75,4247.57,4161.72,4173.11,4173.11,5574920000
15-Mar-22,4188.82,4271.05,4187.9,4262.45,4262.45,5392470000
16-Mar-22,4288.14,4358.9,4251.99,4357.86,4357.86,6309750000
17-Mar-22,4345.11,4412.67,4335.65,4411.67,4411.67,4985090000
18-Mar-22,4407.34,4465.4,4390.57,4463.12,4463.12,8278430000
21-Mar-22,4462.4,4481.75,4424.3,4461.18,4461.18,4869820000
22-Mar-22,4469.1,4522,4469.1,4511.61,4511.61,4754840000
23-Mar-22,4493.1,4501.07,4455.81,4456.24,4456.24,4550670000
24-Mar-22,4469.98,4520.58,4465.17,4520.16,4520.16,4131390000
25-Mar-22,4522.91,4546.03,4501.07,4543.06,4543.06,4305020000
28-Mar-22,4541.09,4575.65,4517.69,4575.52,4575.52,4312260000
29-Mar-22,4602.86,4637.3,4589.66,4631.6,4631.6,5085910000
30-Mar-22,4624.2,4627.77,4581.32,4602.45,4602.45,4385570000
31-Mar-22,4599.02,4603.07,4530.41,4530.41,4530.41,4823020000
1-Apr-22,4540.32,4548.7,4507.57,4545.86,4545.86,4562940000
4-Apr-22,4547.97,4583.5,4539.21,4582.64,4582.64,4547350000
5-Apr-22,4572.45,4593.45,4514.17,4525.12,4525.12,4800620000
6-Apr-22,4494.17,4503.94,4450.04,4481.15,4481.15,4986830000
7-Apr-22,4474.65,4521.16,4450.3,4500.21,4500.21,4821490000
8-Apr-22,4494.15,4520.41,4474.6,4488.28,4488.28,4083200000
11-Apr-22,4462.64,4464.35,4408.38,4412.53,4412.53,4266290000
12-Apr-22,4437.59,4471,4381.34,4397.45,4397.45,4152090000
13-Apr-22,4394.3,4453.92,4392.7,4446.59,4446.59,3828150000
14-Apr-22,4449.12,4460.46,4390.77,4392.59,4392.59,4083090000
18-Apr-22,4385.63,4410.31,4370.3,4391.69,4391.69,3910490000
19-Apr-22,4390.63,4471.03,4390.63,4462.21,4462.21,4108120000
20-Apr-22,4472.26,4488.29,4448.76,4459.45,4459.45,4290450000
21-Apr-22,4489.17,4512.94,4384.47,4393.66,4393.66,4636890000
22-Apr-22,4385.83,4385.83,4267.62,4271.78,4271.78,4651940000
25-Apr-22,4255.34,4299.02,4200.82,4296.12,4296.12,5240040000
26-Apr-22,4278.14,4278.14,4175.04,4175.2,4175.2,4689970000
27-Apr-22,4186.52,4240.71,4162.9,4183.96,4183.96,4769680000
28-Apr-22,4222.58,4308.45,4188.63,4287.5,4287.5,4854180000
29-Apr-22,4253.75,4269.68,4124.28,4131.93,4131.93,5084030000
2-May-22,4130.61,4169.81,4062.51,4155.38,4155.38,5163790000
3-May-22,4159.78,4200.1,4147.08,4175.48,4175.48,4582050000
4-May-22,4181.18,4307.66,4148.91,4300.17,4300.17,5136360000
